date,temperature,rainfall,humidity
2008-10-03,21.46,0.26,51.8
2008-10-04,20.05,2.58,48.4
2008-10-05,22.33,1.29,44.9
2008-10-06,20.84,0.15,40.4
2008-10-07,20.43,1.57,40.4
2008-10-08,22.35,0.83,44.3
2008-10-09,20.98,2.5,47.6
2008-10-10,21.57,3.77,35.0
2008-10-11,19.19,1.38,38.8
2008-10-12,18.42,1.97,50.1
2008-10-13,20.56,0.09,54.2
2008-10-14,19.79,1.23,44.7
2008-10-15,21.07,2.11,48.9
2008-10-16,19.88,1.03,45.2
2008-10-17,20.18,1.35,46.4
2008-10-18,17.31,3.44,40.4
2008-10-19,22.45,0.33,48.8
2008-10-20,19.24,0.16,42.4
2008-10-21,20.4,1.76,47.4
2008-10-22,17.98,2.6,50.1
2008-10-23,19.57,2.85,49.5
2008-10-24,17.03,1.54,42.5
2008-10-25,19.54,2.69,48.0
2008-10-26,18.2,1.81,43.9
2008-10-27,18.66,0.14,50.6
2008-10-28,19.54,2.15,51.2
2008-10-29,16.53,0.3,51.0
2008-10-30,17.23,0.4,54.7
2008-10-31,18.83,0.75,50.1
2008-11-01,21.17,0.57,55.3
2008-11-02,17.71,0.58,51.4
2008-11-03,18.69,0.28,44.5
2008-11-04,17.53,0.52,49.3
2008-11-05,20.49,0.03,53.7
2008-11-06,14.85,0.96,54.2
2008-11-07,17.51,2.2,46.5
2008-11-08,14.82,2.97,46.7
2008-11-09,13.4,2.58,52.2
2008-11-10,17.5,0.81,45.4
2008-11-11,17.16,1.97,48.5
2008-11-12,16.43,0.51,50.2
2008-11-13,16.6,0.09,49.1
2008-11-14,21.31,1.69,54.1
2008-11-15,16.18,1.57,54.0
2008-11-16,17.24,2.43,51.2
2008-11-17,15.41,1.44,45.0
2008-11-18,16.74,0.26,57.8
2008-11-19,15.86,2.88,47.2
2008-11-20,15.51,1.48,48.4
2008-11-21,18.77,2.47,47.2
2008-11-22,17.73,2.23,44.1
2008-11-23,16.09,0.53,56.7
2008-11-24,12.35,0.12,61.0
2008-11-25,15.19,0.29,45.8
2008-11-26,19.72,0.15,43.2
2008-11-27,15.24,0.42,53.2
2008-11-28,17.18,0.92,54.4
2008-11-29,17.62,3.56,42.2
2008-11-30,15.72,3.08,47.9
2008-12-01,14.06,1.9,59.9
2008-12-02,11.61,0.04,56.6
2008-12-03,16.23,0.63,60.4
2008-12-04,13.93,1.72,48.8
2008-12-05,15.36,0.21,54.2
2008-12-06,13.17,2.42,54.2
2008-12-07,14.6,3.69,60.1
2008-12-08,15.0,0.66,51.8
2008-12-09,15.31,1.84,52.7
2008-12-10,13.19,0.24,58.0
2008-12-11,16.61,1.76,59.6
2008-12-12,13.88,0.03,53.7
2008-12-13,12.23,0.25,57.4
2008-12-14,14.55,1.86,61.1
2008-12-15,14.73,1.87,58.3
2008-12-16,14.89,1.54,54.7
2008-12-17,16.67,0.97,58.7
2008-12-18,14.24,1.69,60.7
2008-12-19,14.4,2.23,58.1
2008-12-20,12.9,5.09,60.6
2008-12-21,15.77,3.29,63.0
2008-12-22,14.8,2.37,60.6
2008-12-23,13.88,1.78,63.0
2008-12-24,11.64,1.28,58.2
2008-12-25,16.66,0.19,56.8
2008-12-26,12.64,0.27,66.6
2008-12-27,13.59,2.57,48.6
2008-12-28,15.02,2.44,62.1
2008-12-29,12.69,1.43,58.8
2008-12-30,12.24,0.87,63.9
2008-12-31,11.3,0.04,54.9
2009-01-01,15.58,0.59,62.9
2009-01-02,13.69,0.82,64.3
2009-01-03,18.91,1.0,63.6
2009-01-04,13.05,3.97,57.5
2009-01-05,13.17,0.17,59.1
2009-01-06,13.73,1.1,65.8
2009-01-07,14.96,0.69,62.0
2009-01-08,13.92,6.92,52.8
2009-01-09,15.57,2.97,60.7
2009-01-10,13.21,0.87,69.3
2009-01-11,12.64,12.15,62.9
2009-01-12,12.05,1.08,57.2
2009-01-13,11.45,0.27,62.3
2009-01-14,14.04,1.22,64.2
2009-01-15,14.41,0.38,60.8
2009-01-16,13.96,1.52,71.6
2009-01-17,16.82,4.16,63.6
2009-01-18,16.84,2.31,64.2
2009-01-19,14.55,0.48,64.8
2009-01-20,12.41,0.53,56.8
2009-01-21,14.31,0.11,67.9
2009-01-22,14.31,0.51,63.3
2009-01-23,14.28,0.15,54.3
2009-01-24,14.28,1.04,59.2
2009-01-25,14.41,1.85,66.7
2009-01-26,14.88,2.09,73.3
2009-01-27,14.57,0.09,71.0
2009-01-28,15.91,0.62,70.4
2009-01-29,16.21,0.51,68.4
2009-01-30,14.37,0.17,70.0
2009-01-31,17.72,0.68,68.8
2009-02-01,14.42,0.53,64.8
2009-02-02,13.54,1.51,65.2
2009-02-03,16.62,3.22,69.0
2009-02-04,14.91,0.91,65.3
2009-02-05,16.7,2.06,60.9
2009-02-06,12.7,0.24,72.5
2009-02-07,18.48,3.38,71.9
2009-02-08,17.49,0.25,61.4
2009-02-09,14.33,0.32,64.0
2009-02-10,14.45,0.17,72.0
2009-02-11,19.27,0.56,64.8
2009-02-12,15.76,1.21,70.8
2009-02-13,15.71,6.63,75.1
2009-02-14,13.66,2.37,68.7
2009-02-15,16.64,0.72,74.5
2009-02-16,16.93,1.29,68.8
2009-02-17,18.45,1.46,69.9
2009-02-18,15.38,2.6,73.8
2009-02-19,15.31,2.0,75.2
2009-02-20,18.38,1.26,65.8
2009-02-21,19.32,1.66,65.6
2009-02-22,15.57,2.06,64.7
2009-02-23,19.66,0.21,80.9
2009-02-24,18.21,0.34,70.4
2009-02-25,19.91,1.75,69.3
2009-02-26,18.28,2.85,74.3
2009-02-27,14.72,0.79,64.7
2009-02-28,18.4,5.86,71.3
2009-03-01,20.34,0.37,73.3
2009-03-02,17.53,0.81,68.5
2009-03-03,18.41,0.71,67.7
2009-03-04,18.85,4.0,71.7
2009-03-05,14.89,0.5,71.3
2009-03-06,21.88,0.95,71.2
2009-03-07,18.14,0.31,66.4
2009-03-08,20.38,1.1,66.5
2009-03-09,19.62,2.92,80.4
2009-03-10,21.77,0.54,67.6
2009-03-11,20.62,2.5,73.2
2009-03-12,19.79,3.63,73.5
2009-03-13,18.94,0.11,72.0
2009-03-14,21.61,2.12,73.7
2009-03-15,17.73,0.44,72.8
2009-03-16,21.65,0.29,72.5
2009-03-17,19.16,1.38,79.9
2009-03-18,22.83,1.83,70.0
2009-03-19,21.32,0.75,71.6
2009-03-20,22.18,0.06,79.4
2009-03-21,21.48,3.59,71.9
2009-03-22,18.86,1.97,72.6
2009-03-23,20.34,0.48,71.9
2009-03-24,22.77,1.03,80.2
2009-03-25,22.15,0.04,79.4
2009-03-26,23.81,0.62,69.0
2009-03-27,22.78,1.11,82.1
2009-03-28,20.87,1.09,64.2
2009-03-29,21.26,0.35,66.6
2009-03-30,22.75,2.25,67.1
2009-03-31,19.26,0.53,69.5
2009-04-01,25.38,1.3,72.8
2009-04-02,23.67,0.48,69.6
2009-04-03,24.98,0.83,68.9
2009-04-04,20.91,0.35,77.2
2009-04-05,25.28,1.5,73.1
2009-04-06,26.9,0.83,78.5
2009-04-07,21.71,0.02,79.1
2009-04-08,24.98,0.04,75.3
2009-04-09,23.96,0.96,77.9
2009-04-10,21.78,0.3,73.4
2009-04-11,24.97,1.32,68.1
2009-04-12,25.61,0.79,67.2
2009-04-13,23.6,1.59,64.5
2009-04-14,26.38,4.57,77.9
2009-04-15,22.26,1.13,74.8
2009-04-16,22.65,2.32,59.1
2009-04-17,25.23,2.1,77.1
2009-04-18,25.19,3.82,74.1
2009-04-19,24.21,0.36,69.1
2009-04-20,26.63,2.63,69.0
2009-04-21,26.34,3.54,72.1
2009-04-22,26.96,0.75,79.3
2009-04-23,25.61,0.56,73.5
2009-04-24,26.82,4.56,69.6
2009-04-25,25.38,1.48,84.2
2009-04-26,29.25,0.72,77.9
2009-04-27,25.07,2.35,77.7
2009-04-28,29.57,0.54,77.9
2009-04-29,26.58,0.29,78.9
2009-04-30,24.58,1.18,74.9
2009-05-01,28.82,1.25,72.8
2009-05-02,27.07,2.62,73.1
2009-05-03,28.27,0.92,65.5
2009-05-04,28.94,2.53,61.0
2009-05-05,27.73,0.56,75.6
2009-05-06,26.44,1.28,81.0
2009-05-07,28.9,0.35,69.9
2009-05-08,27.55,0.73,78.6
2009-05-09,28.68,2.92,79.1
2009-05-10,24.53,0.36,68.7
2009-05-11,28.53,2.49,77.2
2009-05-12,27.0,0.5,74.1
2009-05-13,30.54,0.05,69.1
2009-05-14,29.09,0.17,73.2
2009-05-15,28.62,2.05,71.8
2009-05-16,29.08,0.46,60.4
2009-05-17,26.95,1.59,82.5
2009-05-18,30.97,1.8,64.5
2009-05-19,31.61,0.63,70.6
2009-05-20,29.3,0.97,78.6
2009-05-21,31.18,0.78,67.9
2009-05-22,28.03,4.42,65.3
2009-05-23,27.77,0.58,69.5
2009-05-24,29.11,0.3,66.9
2009-05-25,29.77,0.68,74.5
2009-05-26,28.61,1.66,64.0
2009-05-27,30.08,1.79,65.1
2009-05-28,29.8,3.87,67.3
2009-05-29,27.92,3.2,61.1
2009-05-30,30.26,0.51,64.5
2009-05-31,30.84,0.91,64.4
2009-06-01,29.87,8.25,60.5
2009-06-02,31.4,14.9,63.5
2009-06-03,27.91,2.47,70.1
2009-06-04,30.49,3.53,56.1
2009-06-05,28.09,13.78,71.0
2009-06-06,28.23,2.66,63.0
2009-06-07,29.01,3.93,67.1
2009-06-08,28.59,14.09,70.2
2009-06-09,29.22,9.72,60.2
2009-06-10,29.77,1.67,66.9
2009-06-11,31.39,2.36,57.9
2009-06-12,29.69,2.61,57.2
2009-06-13,27.83,14.63,62.7
2009-06-14,31.96,41.06,62.9
2009-06-15,29.02,8.92,68.3
2009-06-16,30.22,3.97,55.8
2009-06-17,31.01,0.06,65.9
2009-06-18,30.66,7.17,60.6
2009-06-19,32.03,2.96,61.7
2009-06-20,31.13,6.01,51.5
2009-06-21,29.14,5.6,60.8
2009-06-22,33.71,3.93,65.4
2009-06-23,30.75,17.34,59.8
2009-06-24,30.25,0.14,59.2
2009-06-25,31.93,7.47,70.1
2009-06-26,30.86,3.16,60.3
2009-06-27,31.09,7.51,51.4
2009-06-28,34.23,6.75,52.1
2009-06-29,30.08,0.06,67.1
2009-06-30,30.02,2.02,57.0
2009-07-01,30.66,1.26,63.3
2009-07-02,32.09,1.1,57.1
2009-07-03,28.21,7.82,60.7
2009-07-04,27.51,1.64,56.2
2009-07-05,29.56,3.86,57.5
2009-07-06,27.98,1.7,60.3
2009-07-07,29.77,5.21,51.4
2009-07-08,31.14,7.65,58.9
2009-07-09,29.03,2.41,58.2
2009-07-10,28.2,5.54,49.2
2009-07-11,30.42,10.45,70.1
2009-07-12,31.57,0.59,54.7
2009-07-13,27.71,7.44,51.0
2009-07-14,31.44,2.34,63.4
2009-07-15,31.4,0.79,49.5
2009-07-16,31.57,4.73,52.4
2009-07-17,31.92,1.54,56.0
2009-07-18,33.35,10.33,52.1
2009-07-19,29.47,0.26,57.4
2009-07-20,30.12,0.62,57.3
2009-07-21,29.28,4.42,50.4
2009-07-22,29.85,5.33,61.4
2009-07-23,32.1,7.85,52.3
2009-07-24,27.72,1.8,54.6
2009-07-25,28.39,11.06,51.4
2009-07-26,31.68,18.36,50.9
2009-07-27,31.08,4.15,52.6
2009-07-28,28.94,8.58,61.9
2009-07-29,30.7,4.46,54.6
2009-07-30,29.86,0.43,47.0
2009-07-31,31.53,2.37,52.4
2009-08-01,29.32,0.55,49.0
2009-08-02,30.67,26.99,56.5
2009-08-03,33.01,1.56,50.8
2009-08-04,29.87,6.06,44.1
2009-08-05,28.96,2.01,53.0
2009-08-06,29.89,6.35,46.6
2009-08-07,28.17,1.42,52.6
2009-08-08,32.21,9.23,55.2
2009-08-09,28.81,0.7,48.7
2009-08-10,28.04,13.53,49.2
2009-08-11,27.1,11.01,50.6
2009-08-12,29.91,6.81,46.3
2009-08-13,29.47,0.42,49.9
2009-08-14,27.32,1.4,50.3
2009-08-15,28.83,11.77,44.6
2009-08-16,25.61,0.78,54.9
2009-08-17,28.04,1.02,40.1
2009-08-18,28.34,4.71,52.6
2009-08-19,30.12,1.92,55.3
2009-08-20,26.29,1.51,52.2
2009-08-21,25.42,5.15,42.8
2009-08-22,25.89,2.8,52.2
2009-08-23,25.11,0.91,58.3
2009-08-24,29.01,4.59,46.7
2009-08-25,29.21,2.94,47.5
2009-08-26,27.26,7.96,51.2
2009-08-27,28.49,0.65,42.8
2009-08-28,26.74,5.82,39.4
2009-08-29,26.28,3.44,49.0
2009-08-30,25.8,3.13,47.0
2009-08-31,25.71,1.59,41.5
2009-09-01,23.73,0.19,48.5
2009-09-02,26.33,11.29,44.7
2009-09-03,25.75,2.37,48.2
2009-09-04,26.8,6.86,47.2
2009-09-05,25.69,17.69,46.8
2009-09-06,25.18,4.99,46.0
2009-09-07,23.99,3.04,37.2
2009-09-08,25.28,1.87,38.3
2009-09-09,26.15,16.31,54.8
2009-09-10,23.19,6.88,52.6
2009-09-11,24.91,6.57,44.2
2009-09-12,24.99,3.33,47.7
2009-09-13,23.43,11.19,37.1
2009-09-14,23.5,7.5,38.0
2009-09-15,24.59,2.0,30.6
2009-09-16,22.41,5.49,39.9
2009-09-17,24.5,3.37,42.0
2009-09-18,22.5,0.04,48.7
2009-09-19,25.3,9.89,44.0
2009-09-20,27.07,0.79,46.5
2009-09-21,22.14,4.28,43.3
2009-09-22,24.09,2.46,44.4
2009-09-23,22.07,2.51,43.2
2009-09-24,24.58,3.89,46.3
2009-09-25,20.98,34.9,31.3
2009-09-26,23.46,3.15,45.0
2009-09-27,21.3,1.21,44.2
2009-09-28,22.16,5.71,53.3
2009-09-29,20.78,1.62,46.1
2009-09-30,23.43,0.67,53.0
2009-10-01,20.8,0.08,41.1
2009-10-02,22.75,0.03,41.3
2009-10-03,21.26,0.85,53.5
2009-10-04,21.47,0.83,43.9
2009-10-05,21.73,0.31,41.1
2009-10-06,20.23,2.3,45.3
2009-10-07,21.55,0.21,46.1
2009-10-08,23.39,3.7,51.4
2009-10-09,19.8,1.33,41.3
2009-10-10,22.59,0.04,49.0
2009-10-11,22.94,4.94,54.1
2009-10-12,19.34,0.55,51.0
2009-10-13,18.25,0.9,54.6
2009-10-14,20.75,0.5,45.6
2009-10-15,19.34,1.96,48.7
2009-10-16,22.83,1.0,41.9
2009-10-17,19.95,0.21,58.1
2009-10-18,18.57,0.17,50.4
2009-10-19,17.92,1.94,47.1
2009-10-20,21.15,0.41,45.8
2009-10-21,18.53,0.22,35.5
2009-10-22,19.33,1.04,35.4
2009-10-23,20.57,2.44,40.9
2009-10-24,18.29,0.49,43.8
2009-10-25,18.82,0.49,49.9
2009-10-26,18.74,2.69,50.8
2009-10-27,19.67,0.24,46.9
2009-10-28,19.41,1.44,48.6
2009-10-29,18.08,4.65,46.2
2009-10-30,18.38,2.76,52.7
2009-10-31,17.61,0.1,43.7
2009-11-01,15.84,0.58,46.0
2009-11-02,18.33,0.23,48.6
2009-11-03,20.67,4.47,44.0
2009-11-04,16.39,6.4,40.5
2009-11-05,16.45,0.4,49.9
2009-11-06,16.2,1.66,59.6
2009-11-07,18.48,2.76,49.0
2009-11-08,17.96,0.4,52.4
2009-11-09,16.95,0.31,47.1
2009-11-10,15.71,0.02,51.0
2009-11-11,17.12,0.8,42.1
2009-11-12,14.54,3.45,43.9
2009-11-13,17.0,3.5,52.6
2009-11-14,18.0,0.21,48.5
2009-11-15,14.72,0.34,41.6
2009-11-16,14.21,0.79,48.0
2009-11-17,18.79,2.28,54.9
2009-11-18,15.41,1.42,47.3
2009-11-19,17.95,1.08,39.3
2009-11-20,15.93,1.34,59.7
2009-11-21,15.83,0.15,51.7
2009-11-22,16.65,0.97,59.4
2009-11-23,14.59,7.25,53.3
2009-11-24,16.04,0.14,48.5
2009-11-25,15.19,1.1,53.7
2009-11-26,13.71,0.53,53.7
2009-11-27,16.13,1.16,61.5
2009-11-28,15.16,1.28,59.0
2009-11-29,15.25,1.29,56.2
2009-11-30,13.6,2.87,55.0
2009-12-01,17.74,0.74,53.7
2009-12-02,16.61,1.09,50.6
2009-12-03,16.68,0.02,59.1
2009-12-04,14.72,2.34,51.9
2009-12-05,12.53,0.45,53.0
2009-12-06,18.0,2.54,54.8
2009-12-07,14.93,0.46,51.6
2009-12-08,13.85,0.02,52.7
2009-12-09,15.56,0.25,55.2
2009-12-10,16.64,6.37,55.0
2009-12-11,14.81,0.58,63.0
2009-12-12,16.73,0.17,48.3
2009-12-13,16.4,0.19,59.0
2009-12-14,13.13,0.56,54.0
2009-12-15,13.7,0.06,54.9
2009-12-16,16.12,1.07,45.0
2009-12-17,10.58,0.36,53.4
2009-12-18,14.4,1.1,60.0
2009-12-19,12.46,0.23,54.2
2009-12-20,13.87,0.84,55.6
2009-12-21,14.12,1.37,56.7
2009-12-22,14.01,0.1,59.5
2009-12-23,13.71,0.76,67.0
2009-12-24,12.88,0.54,58.6
2009-12-25,17.96,0.41,73.7
2009-12-26,17.32,1.39,72.4
2009-12-27,12.77,1.33,67.9
2009-12-28,16.88,1.49,65.1
2009-12-29,13.91,0.26,62.0
2009-12-30,14.71,0.5,68.1
2009-12-31,14.43,0.35,71.3
2010-01-01,13.54,1.17,61.6
2010-01-02,16.02,0.93,62.6
2010-01-03,14.74,0.6,65.4
2010-01-04,13.85,2.31,61.3
2010-01-05,12.63,0.15,69.4
2010-01-06,13.27,5.53,56.2
2010-01-07,12.17,0.19,64.3
2010-01-08,14.67,2.22,56.9
2010-01-09,12.89,0.69,62.9
2010-01-10,14.31,3.01,59.6
2010-01-11,16.8,0.12,63.3
2010-01-12,16.58,0.7,55.4
2010-01-13,14.76,0.61,67.1
2010-01-14,14.72,7.48,62.4
2010-01-15,17.71,6.36,69.9
2010-01-16,15.72,0.32,64.5
2010-01-17,14.49,1.49,69.3
2010-01-18,12.89,1.15,63.0
2010-01-19,15.67,0.25,69.5
2010-01-20,16.37,0.28,76.3
2010-01-21,14.24,6.8,62.2
2010-01-22,15.68,0.9,70.3
2010-01-23,14.75,0.2,60.3
2010-01-24,15.08,0.36,66.0
2010-01-25,11.69,0.47,57.7
2010-01-26,15.16,1.07,70.5
2010-01-27,17.01,0.61,64.5
2010-01-28,14.68,0.91,71.4
2010-01-29,15.77,0.27,69.4
2010-01-30,14.64,0.59,66.9
2010-01-31,16.39,0.11,72.2
2010-02-01,15.6,3.31,73.8
2010-02-02,14.59,0.33,66.6
2010-02-03,18.08,2.12,74.4
2010-02-04,17.56,0.65,68.0
2010-02-05,15.34,0.96,55.6
2010-02-06,17.08,0.52,70.6
2010-02-07,17.23,1.79,66.5
2010-02-08,17.48,2.79,68.0
2010-02-09,14.07,0.51,60.0
2010-02-10,18.21,0.42,71.8
2010-02-11,15.94,1.72,67.0
2010-02-12,16.36,0.33,68.1
2010-02-13,20.95,1.53,76.1
2010-02-14,17.55,0.15,60.5
2010-02-15,16.62,1.45,73.1
2010-02-16,13.99,1.08,73.3
2010-02-17,19.49,0.18,72.7
2010-02-18,15.49,1.57,77.2
2010-02-19,16.11,0.89,76.3
2010-02-20,17.23,0.37,72.7
2010-02-21,19.96,0.65,68.4
2010-02-22,19.11,1.02,70.1
2010-02-23,17.83,0.14,72.4
2010-02-24,18.64,4.74,60.9
2010-02-25,17.4,1.64,70.2
2010-02-26,18.63,0.16,78.9
2010-02-27,18.64,2.6,71.1
2010-02-28,20.11,0.58,77.2
2010-03-01,20.23,1.36,77.6
2010-03-02,19.64,0.49,79.4
2010-03-03,18.48,1.98,71.9
2010-03-04,20.26,1.93,72.3
2010-03-05,19.13,1.2,75.3
2010-03-06,17.78,0.41,69.8
2010-03-07,18.92,0.44,70.4
2010-03-08,19.78,0.72,79.0
2010-03-09,21.15,0.24,70.6
2010-03-10,19.64,0.62,76.7
2010-03-11,18.23,1.73,76.3
2010-03-12,20.26,2.67,74.3
2010-03-13,20.48,0.61,75.8
2010-03-14,20.72,0.4,77.9
2010-03-15,21.95,2.68,81.7
2010-03-16,22.24,3.32,69.9
2010-03-17,19.95,0.79,69.8
2010-03-18,20.05,0.04,74.2
2010-03-19,19.55,1.78,76.5
2010-03-20,22.3,2.3,76.2
2010-03-21,23.56,0.03,83.4
2010-03-22,21.05,1.36,70.1
2010-03-23,21.3,1.33,66.7
2010-03-24,24.0,0.71,77.5
2010-03-25,22.69,2.08,76.1
2010-03-26,22.72,0.84,74.3
2010-03-27,20.42,1.69,79.0
2010-03-28,23.36,1.09,66.8
2010-03-29,21.09,0.43,66.3
2010-03-30,20.92,1.4,65.0
2010-03-31,22.24,2.0,71.4
2010-04-01,22.02,5.47,81.1
2010-04-02,22.7,0.72,67.6
2010-04-03,21.01,0.1,75.1
2010-04-04,24.75,6.63,76.5
2010-04-05,25.14,1.47,82.6
2010-04-06,20.66,4.39,70.6
2010-04-07,25.19,0.16,70.3
2010-04-08,22.64,0.63,80.0
2010-04-09,25.28,0.22,69.4
2010-04-10,24.02,2.71,80.7
2010-04-11,24.3,3.18,76.4
2010-04-12,24.12,1.04,65.8
2010-04-13,26.35,0.31,77.8
2010-04-14,22.8,0.2,76.7
2010-04-15,25.71,1.33,73.2
2010-04-16,26.58,1.06,71.2
2010-04-17,26.13,1.78,82.3
2010-04-18,28.67,0.55,61.9
2010-04-19,24.52,0.77,66.5
2010-04-20,26.88,0.03,71.3
2010-04-21,25.41,1.41,76.3
2010-04-22,27.55,0.83,73.8
2010-04-23,25.81,3.78,70.1
2010-04-24,25.37,1.54,76.2
2010-04-25,28.03,0.76,64.7
2010-04-26,25.46,0.46,75.1
2010-04-27,24.2,3.54,71.7
2010-04-28,25.66,0.02,76.4
2010-04-29,27.49,0.59,75.4
2010-04-30,28.77,4.31,76.6
2010-05-01,26.96,1.59,69.6
2010-05-02,28.89,1.14,68.9
2010-05-03,24.99,0.34,73.4
2010-05-04,26.47,2.69,65.0
2010-05-05,26.82,0.34,83.2
2010-05-06,27.19,0.43,80.0
2010-05-07,27.6,0.32,64.0
2010-05-08,28.61,0.26,72.8
2010-05-09,27.02,4.6,77.4
2010-05-10,28.0,1.38,69.3
2010-05-11,27.82,1.52,67.4
2010-05-12,26.6,4.63,76.8
2010-05-13,27.92,0.39,77.5
2010-05-14,27.97,0.01,62.5
2010-05-15,28.04,1.37,71.0
2010-05-16,28.43,1.06,69.6
2010-05-17,28.59,0.97,61.2
2010-05-18,27.92,0.1,61.8
2010-05-19,30.56,0.91,65.0
2010-05-20,26.99,0.51,69.5
2010-05-21,27.75,0.48,75.7
2010-05-22,33.08,0.38,55.1
2010-05-23,27.44,0.61,69.4
2010-05-24,27.04,0.65,63.8
2010-05-25,30.25,0.55,71.1
2010-05-26,26.11,5.78,73.3
2010-05-27,28.95,4.05,73.2
2010-05-28,32.59,1.28,67.3
2010-05-29,27.13,5.95,65.8
2010-05-30,26.54,7.1,74.0
2010-05-31,27.33,0.66,65.4
2010-06-01,30.99,3.53,67.1
2010-06-02,31.39,19.17,64.3
2010-06-03,29.0,5.63,68.1
2010-06-04,30.85,1.44,59.3
2010-06-05,31.96,7.02,64.4
2010-06-06,32.61,1.38,66.1
2010-06-07,29.61,2.49,70.6
2010-06-08,26.58,1.55,64.3
2010-06-09,28.85,1.69,52.7
2010-06-10,29.48,0.03,61.7
2010-06-11,29.77,12.76,71.7
2010-06-12,29.92,2.11,65.0
2010-06-13,31.92,0.54,60.3
2010-06-14,32.19,0.55,58.7
2010-06-15,30.05,4.87,65.3
2010-06-16,31.99,29.7,59.8
2010-06-17,30.9,0.94,63.1
2010-06-18,30.49,0.63,58.9
2010-06-19,31.78,3.46,58.0
2010-06-20,30.55,4.97,60.3
2010-06-21,33.54,2.09,61.3
2010-06-22,28.32,2.16,61.4
2010-06-23,29.72,3.31,60.0
2010-06-24,30.31,2.26,66.6
2010-06-25,31.17,14.81,58.9
2010-06-26,32.42,0.26,67.8
2010-06-27,30.49,1.6,59.6
2010-06-28,28.39,9.92,56.8
2010-06-29,31.79,10.77,61.4
2010-06-30,31.65,0.71,63.4
2010-07-01,27.61,21.84,55.3
2010-07-02,30.51,7.09,51.9
2010-07-03,28.12,1.91,63.8
2010-07-04,29.49,3.65,65.3
2010-07-05,29.12,2.12,61.0
2010-07-06,31.67,0.98,54.3
2010-07-07,30.62,2.06,57.1
2010-07-08,28.49,5.21,51.6
2010-07-09,31.72,10.49,62.5
2010-07-10,28.22,2.71,58.1
2010-07-11,30.84,2.57,59.0
2010-07-12,29.09,3.79,57.2
2010-07-13,29.73,6.21,56.3
2010-07-14,31.0,8.36,57.1
2010-07-15,30.99,2.37,55.8
2010-07-16,32.17,5.3,61.4
2010-07-17,30.0,2.96,48.3
2010-07-18,30.54,7.56,50.7
2010-07-19,29.38,1.08,53.0
2010-07-20,30.26,1.78,53.6
2010-07-21,30.59,3.33,59.3
2010-07-22,29.73,13.21,47.3
2010-07-23,27.12,5.11,56.6
2010-07-24,30.27,20.18,52.9
2010-07-25,30.26,0.65,57.7
2010-07-26,28.63,3.7,55.1
2010-07-27,27.66,3.26,52.3
2010-07-28,31.73,5.5,47.7
2010-07-29,30.19,10.03,54.2
2010-07-30,29.04,11.05,50.3
2010-07-31,27.6,6.66,51.5
2010-08-01,28.0,6.16,55.7
2010-08-02,31.11,17.86,59.0
2010-08-03,29.29,2.9,43.2
2010-08-04,28.17,10.73,55.1
2010-08-05,29.68,15.27,57.5
2010-08-06,27.61,4.06,49.9
2010-08-07,31.0,7.84,44.8
2010-08-08,30.69,2.84,52.2
2010-08-09,27.87,1.04,49.3
2010-08-10,27.54,5.3,67.5
2010-08-11,24.46,1.31,51.5
2010-08-12,26.07,3.67,47.2
2010-08-13,26.19,12.38,42.1
2010-08-14,28.3,0.54,44.4
2010-08-15,27.51,0.19,53.5
2010-08-16,25.88,5.6,40.2
2010-08-17,27.37,2.41,40.2
2010-08-18,28.45,3.25,53.5
2010-08-19,28.38,3.12,46.5
2010-08-20,24.63,0.54,46.9
2010-08-21,27.18,0.02,51.0
2010-08-22,25.18,13.72,46.7
2010-08-23,28.5,1.47,39.8
2010-08-24,28.21,3.33,44.3
2010-08-25,25.57,21.44,49.8
2010-08-26,25.66,10.52,47.7
2010-08-27,26.0,0.69,54.7
2010-08-28,23.19,4.26,49.1
2010-08-29,26.95,7.86,42.6
2010-08-30,25.92,7.19,53.8
2010-08-31,27.66,8.58,54.0
2010-09-01,24.44,3.67,43.0
2010-09-02,25.03,1.16,49.3
2010-09-03,23.58,3.75,49.7
2010-09-04,24.2,6.26,47.9
2010-09-05,23.81,5.63,39.2
2010-09-06,26.95,0.44,61.0
2010-09-07,24.28,0.4,43.8
2010-09-08,25.38,20.16,47.7
2010-09-09,24.5,0.99,50.4
2010-09-10,23.03,2.09,43.6
2010-09-11,24.55,8.76,51.8
2010-09-12,25.57,3.16,45.5
2010-09-13,22.73,1.2,42.3
2010-09-14,25.62,3.78,38.3
2010-09-15,23.0,5.05,43.5
2010-09-16,23.41,3.62,47.1
2010-09-17,24.8,15.08,43.7
2010-09-18,22.87,2.01,48.5
2010-09-19,23.79,6.5,53.4
2010-09-20,23.12,0.71,43.6
2010-09-21,23.65,2.99,50.8
2010-09-22,19.75,8.11,46.0
2010-09-23,20.44,1.53,46.6
2010-09-24,23.97,5.35,45.1
2010-09-25,24.47,1.0,47.0
2010-09-26,21.41,0.65,40.9
2010-09-27,22.27,4.44,41.4
2010-09-28,22.94,6.74,42.0
2010-09-29,23.4,0.72,36.3
2010-09-30,19.18,14.99,39.0
2010-10-01,20.76,0.38,44.6
2010-10-02,21.45,0.19,42.2
2010-10-03,22.87,0.34,44.8
2010-10-04,25.42,0.28,48.2
2010-10-05,21.2,0.14,46.4
2010-10-06,19.29,2.4,44.6
2010-10-07,21.87,1.03,36.0
2010-10-08,23.11,0.74,45.5
